标题,时间,URL
“房住不炒”让房价渐回理性,2018-02-18,http://www.fangchan.com/news/1/2018-02-18/6370578561438650486.html
山东淄博房产新政发布：限制房价、限制转让,2018-02-17,http://www.fangchan.com/news/1/2018-02-17/6370590826598568342.html
房价受限 成本高企 济南开发商迎“微利”大考,2018-02-12,http://www.fangchan.com/news/9/2018-02-12/6368623839429333278.html
长沙将建立房产调控配套政策 遏制房价过快上涨,2018-02-11,http://www.fangchan.com/news/1/2018-02-11/6368264613678879218.html
北京房价跌了 换房时机来了吗？,2018-02-08,http://www.fangchan.com/news/7/2018-02-08/6367252537263067218.html
房价“16连降”后，深圳楼市走向何方？,2018-02-08,http://www.fangchan.com/news/1/2018-02-08/6367247345977200994.html
银根收紧之下 2018年一二三线城市房价或将分化调整,2018-02-07,http://www.fangchan.com/news/1/2018-02-07/6366803064594436432.html
湖南2018楼市定调：房价较高城市要建限价房,2018-02-04,http://www.fangchan.com/news/1/2018-02-04/6365739936054055510.html
北京新房价量双降 步入季节性“低谷”,2018-02-02,http://www.fangchan.com/news/1/2018-02-02/6364983497668760383.html
房地产市场进入“平台整理期” 多房企高管称房价不会暴涨暴跌,2018-02-01,http://www.fangchan.com/news/9/2018-02-01/6364620587373236441.html
社科院：北京单套房价中位数全国第一 达400万元/套,2018-01-30,http://www.fangchan.com/news/1/2018-01-30/6363992745086096046.html
社科院：一线城市调控政策放松概率极小 房价以稳为主,2018-01-30,http://www.fangchan.com/news/1/2018-01-30/6363900521442775296.html
人大代表谈兰州购房政策微调：调控房价 满足“刚需”,2018-01-29,http://www.fangchan.com/news/1/2018-01-29/6363539868580385529.html
北京：新房、二手房房价双回落,2018-01-29,http://www.fangchan.com/news/1/2018-01-29/6363538102937784856.html
温和调控蒸发虚高房价 租赁市场迎政策风口,2018-01-29,http://www.fangchan.com/news/1/2018-01-29/6363529615151272388.html
北京：9个多月二手房价降13% 今年将坚持调控不动摇,2018-01-28,http://www.fangchan.com/news/1/2018-01-28/6363180698207326261.html
2017年一线城市房价回落 二三线城市微涨,2018-01-28,http://www.fangchan.com/news/1/2018-01-28/6363163596649993036.html
北京楼市调控力度不减 将继续保持房价稳定,2018-01-25,http://www.fangchan.com/news/1/2018-01-25/6362091436598693918.html
万喆：房价在2018年趋于下行,2018-01-21,http://www.fangchan.com/news/7/2018-01-21/6360641867771875829.html
“分类调控、因城施策”调控效果继续显现：一线城市房价同比涨幅连续回落,2018-01-19,http://www.fangchan.com/news/1/2018-01-19/6360053616795259576.html
标题,时间,URL
去年12月超五成热门城市房价环比上涨,2018-01-19,http://www.fangchan.com/news/1/2018-01-19/6360051115840836125.html
住宅用地供应多元化，房价会跌吗？,2018-01-19,http://www.fangchan.com/news/7/2018-01-19/6360035484970062776.html
一线城市房价连续15个月回落 坚持房地产调控目标不动摇,2018-01-19,http://www.fangchan.com/news/1/2018-01-19/6359965817287021262.html
北京深圳等多城房价低于去年同期 今年调控基调不变,2018-01-19,http://www.fangchan.com/news/1/2018-01-19/6359938578247913618.html
京城二手房价环比连跌八个月 全年交易量降五成,2018-01-19,http://www.fangchan.com/news/1/2018-01-19/6359925586072506505.html
北京、深圳房价低于一年前 二线城市房价上升,2018-01-19,http://www.fangchan.com/news/1/2018-01-19/6359915906843611559.html
一线城市房价同比连跌15个月 专家预计今年将继续同比下调,2018-01-19,http://www.fangchan.com/news/1/2018-01-19/6359906067232920402.html
沙河地块房价每平方米不超5.9万,2018-01-18,http://www.fangchan.com/news/5/2018-01-18/6359698102534082625.html
杨现领：土地新规对房价长期稳定具积极意义,2018-01-18,http://www.fangchan.com/news/7/2018-01-18/6359549863331696717.html
政府不再垄断住房供地，大城市房价迎拐点,2018-01-18,http://www.fangchan.com/news/5/2018-01-18/6359548734459941416.html
"供地节奏加快,“只租不售”现身,济南房价盘整过后将趋稳",2018-01-15,http://www.fangchan.com/news/5/2018-01-15/6358563690937390042.html
北京等多地共有产权房项目落地 房价或受一定抑制,2018-01-08,http://www.fangchan.com/news/1/2018-01-08/6355927639521563112.html
环京楼市降至冰点 部分区域房价跌去四成,2018-01-06,http://www.fangchan.com/news/1/2018-01-06/6355391279756808790.html
伦敦房价2009年来首次下降 已成全英房市最疲软地区,2018-01-05,http://www.fangchan.com/news/8/2018-01-05/6354951249590554899.html
5城集中供应共有产权房 机构称将拉低房价,2018-01-05,http://www.fangchan.com/news/1/2018-01-05/6354837804983587398.html
中国二线城市楼市降温 成交下降房价止涨,2018-01-04,http://www.fangchan.com/news/1/2018-01-04/6354473974105444756.html
北京二手房价连跌8个月跌幅15%,2018-01-03,http://www.fangchan.com/news/1/2018-01-03/6354105470932030141.html
房价分化凸显经济转型,2018-01-02,http://www.fangchan.com/news/1/2018-01-02/6353749644576887169.html
全年供地11058亩 济南房价稳定可期,2017-12-29,http://www.fangchan.com/news/1/2017-12-29/6352317537094800204.html
2018楼市 房价“最稳”的一年,2017-12-28,http://www.fangchan.com/news/1/2017-12-28/6351987721967571338.html
环京多地房价跌回“万元时代” 燕郊单月仅卖8套房,2017-12-28,http://www.fangchan.com/news/1/2017-12-28/6351936731318915220.html
一二线城市房价停涨 上市公司为何突击卖房,2017-12-27,http://www.fangchan.com/news/1/2017-12-27/6351582738231136377.html
北京部分二手房价每平米8万元跌至6万元,2017-12-27,http://www.fangchan.com/news/1/2017-12-27/6351576553943798384.html
北京房价连续7月下跌 一线城市房价无反弹迹象,2017-12-26,http://www.fangchan.com/news/1/2017-12-26/6351274982701863022.html
一线城市楼市今年成交规模腰斩 深圳成房价最高城市,2017-12-26,http://www.fangchan.com/news/1/2017-12-26/6351218104231858360.html
中国社科院报告：短期内部分城市房价停涨或下跌态势仍将延续,2017-12-26,http://www.fangchan.com/news/1/2017-12-26/6351213979804963167.html
明年新房投资增速进一步下滑 房价回归价值面,2017-12-24,http://www.fangchan.com/news/1/2017-12-24/6350517408142528749.html
央行：近半数居民预期下季房价不变,2017-12-20,http://www.fangchan.com/news/1/2017-12-20/6349040120817325036.html
11月北京楼市房价保持平稳,2017-12-19,http://www.fangchan.com/news/1/2017-12-19/6348778297874518903.html
中国房价未来走势分析,2017-12-19,http://www.fangchan.com/news/7/2017-12-19/6348770557399733025.html
11月深圳房价同比领跌 多数热点城市房价比一年前低,2017-12-19,http://www.fangchan.com/news/1/2017-12-19/6348768494292898804.html
西安房地产市场工作重点由去库存转变为控房价,2017-12-19,http://www.fangchan.com/news/1/2017-12-19/6348680027688997747.html
终止“房价飙升” 明年夯实“租购并举”,2017-12-19,http://www.fangchan.com/news/1/2017-12-19/6348674201364534268.html
悉尼下跌连累澳洲房价“假摔” 中国买家不背房价上涨锅,2017-12-18,http://www.fangchan.com/news/8/2017-12-18/6348376233361084519.html
河北北三县房价回到一年前水平 中介机构离职率达60%,2017-12-15,http://www.fangchan.com/news/1/2017-12-15/6347344610398114138.html
新房认筹不火二手房价微跌 济南房价“去哪儿”？,2017-12-15,http://www.fangchan.com/news/1/2017-12-15/6347240799440540333.html
北京最严调控9个月调查：二手房价量齐跌,2017-12-15,http://www.fangchan.com/news/1/2017-12-15/6347228997335978189.html
每亩地价涨1.5倍 谁在推高潍坊房价？,2017-12-12,http://www.fangchan.com/news/1/2017-12-12/6346148297279082668.html
旭辉集团林中：北京房价下跌了10% 明年是买房好时机,2017-12-11,http://www.fangchan.com/news/9/2017-12-11/6345785854979805672.html
楼市调控超过一年 深圳一二手房价倒挂,2017-12-08,http://www.fangchan.com/news/1/2017-12-08/6344695467750003329.html
山东共有产权房：烟台尝鲜可享房价“九折”优惠,2017-12-08,http://www.fangchan.com/news/1/2017-12-08/6344693608087884184.html
美国房价突破危机前高点 中国买家连续四年成最大海外买家,2017-12-07,http://www.fangchan.com/news/8/2017-12-07/6344379948102652248.html
北京抢地热情消退 今年房价将“原地踏步”,2017-12-07,http://www.fangchan.com/news/1/2017-12-07/6344328829380923618.html
香港房价平均呎价首破1.2万港元,2017-12-07,http://www.fangchan.com/news/1/2017-12-07/6344322300401488184.html
楼市进入“以房换房”时代 房价集中猛涨时代将结束,2017-12-05,http://www.fangchan.com/news/1/2017-12-05/6343594993550431045.html
标题,时间,URL
北京再推共有产权房平抑房价 新宅地楼面单价降至2.5万元,2017-12-04,http://www.fangchan.com/news/1/2017-12-04/6343215131111265079.html
"""楼市过冬""：燕郊房价暴跌67% 被称为中国最惨楼市",2017-12-03,http://www.fangchan.com/news/1/2017-12-03/6342885984019223173.html
李铁：北上广等超一线城市房价长期上涨趋势不会变,2017-11-30,http://www.fangchan.com/news/7/2017-11-30/6341793865808548589.html
房价波动难改大势，调控更须保持定力,2017-11-28,http://www.fangchan.com/news/7/2017-11-28/6341075034966397513.html
10城房价跌回一年前水平 楼市股市跷跷板效应再现？,2017-11-24,http://www.fangchan.com/news/1/2017-11-24/6339633558126400483.html
10城房价跌回一年前水平 楼市资金或转战A股,2017-11-24,http://www.fangchan.com/news/1/2017-11-24/6339598069008765019.html
北京房价连跌5个月 IT新贵出手大买“高性价比”豪宅,2017-11-21,http://www.fangchan.com/news/1/2017-11-21/6338532543025189436.html
房价同比下降城市大幅扩容 住房去投资化趋势明显,2017-11-20,http://www.fangchan.com/news/1/2017-11-20/6338178602018083745.html
一线城市房价同比涨幅连续13个月回落,2017-11-20,http://www.fangchan.com/news/1/2017-11-20/6338177774003753747.html
20城市二手房价环比下跌 北京连续6个月领跌,2017-11-20,http://www.fangchan.com/news/1/2017-11-20/6338162184425902621.html
10月一线城市新房价环比下降 业内:买房高峰逐渐退潮,2017-11-19,http://www.fangchan.com/news/1/2017-11-19/6337802554176770442.html
抑地价控房价 一线城市宅地供应上涨62%,2017-11-17,http://www.fangchan.com/news/5/2017-11-17/6337079606642020724.html
10月末商品房库存下降10%以上 15个热点城市房价回落,2017-11-15,http://www.fangchan.com/news/1/2017-11-15/6336351783270813758.html
深圳房价连跌13个月,2017-11-14,http://www.fangchan.com/news/1/2017-11-14/6335996559200948722.html
房地产税来了？ 控房价非首要任务,2017-11-12,http://www.fangchan.com/news/1/2017-11-12/6335284524314071646.html
昆明“限售令”后20天 呈贡二手房价暂未下跌,2017-11-05,http://www.fangchan.com/news/1/2017-11-05/6332747573086195812.html
东莞房价连续6个月稳定 月波幅不到500元/㎡,2017-11-03,http://www.fangchan.com/news/1/2017-11-03/6332117962874753311.html
南京房价已连续10个月止涨 低价房源增多,2017-11-03,http://www.fangchan.com/news/1/2017-11-03/6332003290045551421.html
西安楼市翻身 专家：西安房价靠外来投资客带动,2017-10-31,http://www.fangchan.com/news/1/2017-10-31/6330921616054489516.html
21城入围全球城市竞争力百强：房价适中利于城市竞争力,2017-10-31,http://www.fangchan.com/news/1/2017-10-31/6330912319266427006.html
金九银十房价报告：全国严查 下行周期不会放松监管,2017-10-30,http://www.fangchan.com/news/1/2017-10-30/6330557362654745332.html
房价暴涨难以负担 新西兰将禁止外国投资者购买现房,2017-10-27,http://www.fangchan.com/news/8/2017-10-27/6329586597037936913.html
北京楼市降温！已无银行提供房贷优惠，40宗“限房价”土地平抑房价,2017-10-27,http://www.fangchan.com/news/1/2017-10-27/6329517748389220749.html
北京40宗“限房价”土地有效平抑房价,2017-10-27,http://www.fangchan.com/news/5/2017-10-27/6329472756308316439.html
社科院报告预计未来一年中国房价稳中有降,2017-10-27,http://www.fangchan.com/news/1/2017-10-27/6329471838733013997.html
当前二三线城市房价仍然过热,2017-10-27,http://www.fangchan.com/news/1/2017-10-27/6329471335278121604.html
房价“退烧”凸显楼市调控成效,2017-10-26,http://www.fangchan.com/news/1/2017-10-26/6329103226788712787.html
9月北京二手房价下跌0.6%,2017-10-24,http://www.fangchan.com/news/1/2017-10-24/6328387421595832695.html
9月份一线城市房价环比降0.2% 同比涨幅连续12个月回落,2017-10-24,http://www.fangchan.com/news/1/2017-10-24/6328377512271614150.html
70大中城市房价整体退烧 一二线房价拐点首次全面出现,2017-10-24,http://www.fangchan.com/news/1/2017-10-24/6328377265134833850.html
9月房价：热点城市同比涨幅全部回落，北京二手房价环比五连跌,2017-10-23,http://www.fangchan.com/news/1/2017-10-23/6328080192913084758.html
住建部长：房价过快上涨势头得到有效抑制,2017-10-23,http://www.fangchan.com/news/1/2017-10-23/6328016805336257010.html
房地产长效机制可为房价设立“涨停板” 有力遏制投资投机性需求,2017-10-23,http://www.fangchan.com/news/1/2017-10-23/6328016090324865483.html
江苏物价：江苏热点城市房价预期平稳,2017-10-17,http://www.fangchan.com/news/1/2017-10-17/6325848778016625195.html
北京市住建委：共有产权住房政策对平抑房价有重要意义,2017-10-17,http://www.fangchan.com/news/1/2017-10-17/6325847935477420414.html
杭州楼市独秀：二手房平均房价已经达到约2.5万元/平,2017-10-15,http://www.fangchan.com/news/1/2017-10-15/6325192081614901299.html
国土部原副部长：单纯降低地价并不能降低市场房价,2017-10-15,http://www.fangchan.com/news/7/2017-10-15/6325175573497057598.html
房价不涨了 为何还是房地产老板的财富增长最多？,2017-10-15,http://www.fangchan.com/news/1/2017-10-15/6325170603615916937.html
又是一年婚礼季，看而今房价下各地娶媳妇成本加了多少,2017-10-15,http://www.fangchan.com/news/1/2017-10-15/6325164794173526679.html
百余城发布150余次政策 热点城市房价持续降温,2017-10-13,http://www.fangchan.com/news/1/2017-10-13/6324391605591937923.html
双节黄金周北京楼市调查：新房价稳成亮点,2017-10-12,http://www.fangchan.com/news/7/2017-10-12/6324088806018716367.html
乌鲁木齐房价5年未涨 市民称幸福感超过北京,2017-10-12,http://www.fangchan.com/news/1/2017-10-12/6324038231138832748.html
太原房价近年涨幅甚微 中介称50年产权是主因,2017-10-10,http://www.fangchan.com/news/1/2017-10-10/6323320135088410706.html
山东潍坊诞生新地王 房价或迈入8000元时代,2017-10-09,http://www.fangchan.com/news/1/2017-10-09/6322962805532463447.html
外媒：房价不可持续 中国房地产股票将下跌20%,2017-10-06,http://www.fangchan.com/news/7/2017-10-06/6321929366368752185.html
标题,时间,URL
楼市系列调控政府下决心稳房价 下一步将如何？,2017-10-06,http://www.fangchan.com/news/1/2017-10-06/6321928258749534451.html
“9.30”调控1年：逾百城收紧楼市 热点城市房价停涨,2017-09-30,http://www.fangchan.com/news/6/2017-09-30/6319686151540379690.html
北京首个“限房价竞地价”商品入市引领房山区域未来发展,2017-09-29,http://www.fangchan.com/news/132/2017-09-29/6319449982332375248.html
房价基本保持稳定 深圳是否需要“限售”？,2017-09-29,http://www.fangchan.com/news/6/2017-09-29/6319333829832413787.html
孟买房价40年涨600倍 印度楼市是金矿还是大坑？,2017-09-28,http://www.fangchan.com/news/8/2017-09-28/6319083795366875587.html
北京、环京楼市成交有望触底回升 房价继续下行,2017-09-28,http://www.fangchan.com/news/1/2017-09-28/6318977526463270979.html
持续低迷引发价格松动 北京三季度二手房价或现首降,2017-09-27,http://www.fangchan.com/news/1/2017-09-27/6318596342071759788.html
Westbank西岸置业丨2017上半年房价指数：多伦多回报率最高,2017-09-26,http://www.fangchan.com/news/132/2017-09-26/6318371323278332329.html
找区长也买不到房！徐州房价连续19个月上涨,2017-09-26,http://www.fangchan.com/news/1/2017-09-26/6318242940208878374.html
贵阳房价连涨14个月后推限售 楼市库存下降将扩大土地供应,2017-09-26,http://www.fangchan.com/news/1/2017-09-26/6318241980472430892.html
京城按揭贷压力测试： 房价“非典型性下跌” 监管严控杠杆率,2017-09-26,http://www.fangchan.com/news/6/2017-09-26/6318238518678458691.html
聂梅生：房价贵背后是土地贵和钱贵 房企“拿地卖房”循环难续,2017-09-26,http://www.fangchan.com/news/7/2017-09-26/6318235512717251112.html
购房者眼中的房贷利率上浮：房价降了 还款却增加了,2017-09-24,http://www.fangchan.com/news/1/2017-09-24/6317515310950060499.html
报告：首都经济圈城市房价连续4个月下跌,2017-09-22,http://www.fangchan.com/news/1/2017-09-22/6316795192301392298.html
郭子威：未来十年北京房价将进入平稳期,2017-09-21,http://www.fangchan.com/news/7/2017-09-21/6316475148505780249.html
房价企稳该不该出手买房？,2017-09-20,http://www.fangchan.com/news/7/2017-09-20/6316065867738452915.html
沈阳新房房价环比上涨0.5% 涨幅较上月下降0.3%,2017-09-19,http://www.fangchan.com/news/1/2017-09-19/6315800757367279674.html
北京二手房价连续4月领跌,2017-09-19,http://www.fangchan.com/news/1/2017-09-19/6315712825595859727.html
50城土地储备仅够消化14个月 部分城市需“增土储”稳房价,2017-09-19,http://www.fangchan.com/news/5/2017-09-19/6315698453683180275.html
15热点城市8月房价停涨 “金九银十”恐落空,2017-09-19,http://www.fangchan.com/news/1/2017-09-19/6315695525920576029.html
8月房价：热点一二线城市新房环比无一上涨,2017-09-18,http://www.fangchan.com/news/1/2017-09-18/6315405020426997983.html
美国房价走高背后的低库存,2017-09-18,http://www.fangchan.com/news/8/2017-09-18/6315386002584441356.html
报告称稳房价目标仍艰巨 调控有提升空间,2017-09-18,http://www.fangchan.com/news/1/2017-09-18/6315333770589574121.html
长沙房价下降50% 各地拉住房价疯牛都有啥武器,2017-09-17,http://www.fangchan.com/news/1/2017-09-17/6314994744733012912.html
经济新常态下，二线城市房价缘何大涨,2017-09-15,http://www.fangchan.com/news/1/2017-09-15/6314252535410791376.html
中国至少需8个一线城市？专家:难道要更多城市涨房价,2017-09-12,http://www.fangchan.com/news/1/2017-09-12/6313151583043784846.html
美国买房子多少钱，美国房价分析,2017-09-11,http://www.fangchan.com/news/132/2017-09-11/6312925670276404099.html
一线城市房价持续降温 “金九银十”或难掀波澜,2017-09-11,http://www.fangchan.com/news/1/2017-09-11/6312797381100638811.html
调控不再是“空调” 京城房价稳定可期,2017-09-11,http://www.fangchan.com/news/1/2017-09-11/6312792824467493140.html
北京代市长：确保今年房价环比不增长，做好政策储备,2017-09-10,http://www.fangchan.com/news/1/2017-09-10/6312451074959938379.html
一年近50次调控 北京房价平均降1万,2017-09-06,http://www.fangchan.com/news/1/2017-09-06/6311000877016879594.html
北京宅地供应同比增六倍 有望进一步平抑房价,2017-09-05,http://www.fangchan.com/news/1/2017-09-05/6310658142611248055.html
集体建设用地建租赁房对房价短期影响有限,2017-08-29,http://www.fangchan.com/news/7/2017-08-29/6308129689680810906.html
长沙拟试点房价与地价“双限”政策,2017-08-29,http://www.fangchan.com/news/6/2017-08-29/6308089965129830807.html
长沙限房价保刚需 将实行熔断加摇号土地新政,2017-08-28,http://www.fangchan.com/news/1/2017-08-28/6307778078840263090.html
强化房价稳定的预期,2017-08-28,http://www.fangchan.com/news/7/2017-08-28/6307771341655576826.html
北京7月二手房价止跌企稳 刚需人群开始进入市场,2017-08-27,http://www.fangchan.com/news/1/2017-08-27/6307375723346989444.html
中国人赴美买房65%选择全款支付 美专家提醒：警惕房价波动风险,2017-08-24,http://www.fangchan.com/news/8/2017-08-24/6306373167997063773.html
美国房价创新高背后：超五成住宅建筑商股价不及次贷危机前一半,2017-08-24,http://www.fangchan.com/news/8/2017-08-24/6306371308385276192.html
抵押贷款巨头房利美独家回应每经：美住房抵押贷款标准更严 未来5年房价增速会放缓,2017-08-24,http://www.fangchan.com/news/8/2017-08-24/6306370849180291533.html
房价中位数破20万美元超次贷危机期间最高峰 美国地产泡沫隐现？,2017-08-24,http://www.fangchan.com/news/1/2017-08-24/6306277404235338487.html
环京区域房价或将继续回落,2017-08-23,http://www.fangchan.com/news/1/2017-08-23/6305913860117565465.html
北京房价已连续两个月未涨,2017-08-22,http://www.fangchan.com/news/1/2017-08-22/6305575145449001857.html
多地喊话房企积极出货 房价调控“目标线”浮出,2017-08-20,http://www.fangchan.com/news/9/2017-08-20/6304833394287382707.html
北京楼市走势三问：房价三连降 先租后买有何保障？,2017-08-20,http://www.fangchan.com/news/1/2017-08-20/6304832389420225521.html
标题,时间,URL
7月三线城市房价领涨 商品房销售创年内新低,2017-08-20,http://www.fangchan.com/news/1/2017-08-20/6304830671080985001.html
7月房价：5个热点城市仍在涨，北京二手房继续领跌！,2017-08-18,http://www.fangchan.com/news/1/2017-08-18/6304189818431934502.html
长沙楼市或迎新一轮调控：投放千亩限房价竞地价土地,2017-08-15,http://www.fangchan.com/news/1/2017-08-15/6303077655558558069.html
梅江公馆：京津冀社保互认 2017下半年天津房价将会上涨？,2017-08-14,http://www.fangchan.com/news/132/2017-08-14/6302723344018247859.html
为什么说房价不会出现大幅波动？,2017-08-14,http://www.fangchan.com/news/7/2017-08-14/6302664879979696456.html
探访温州楼市：土地溢价率很高 但房价很难涨得起来,2017-08-13,http://www.fangchan.com/news/1/2017-08-13/6302303825110045527.html
广州召开供给侧改革工作会：落实调控要求 稳控房价,2017-08-13,http://www.fangchan.com/news/6/2017-08-13/6302295119953728095.html
东莞一业主“惜售”城区二手房价赶超新房,2017-08-11,http://www.fangchan.com/news/1/2017-08-11/6301619628246634742.html
多城发布大规模供地计划 望扭转房价看涨预期,2017-08-11,http://www.fangchan.com/news/5/2017-08-11/6301559126439039372.html
新加坡房价下跌放缓 再度成中国海外购房主地标,2017-08-09,http://www.fangchan.com/news/8/2017-08-09/6300891185301230334.html
共有产权制度保障住房刚需 利于稳定房价预期,2017-08-08,http://www.fangchan.com/news/7/2017-08-08/6300508783567507849.html
近40城发布限售令 部分城市称房价必须接受指导,2017-08-08,http://www.fangchan.com/news/1/2017-08-08/6300472132921266830.html
自住房升级 商住房遇冷 北京房价预期再遭打压？,2017-08-06,http://www.fangchan.com/news/1/2017-08-06/6299740005380460585.html
共有产权房利好刚需购房与租房 京房价将再难现疯涨,2017-08-06,http://www.fangchan.com/news/1/2017-08-06/6299732082159849514.html
马光远：共有产权房会让房价大幅度下降吗？,2017-08-04,http://www.fangchan.com/news/7/2017-08-04/6299134146044563805.html
北京拟推“共有产权住房”，会否影响房价？,2017-08-04,http://www.fangchan.com/news/1/2017-08-04/6299070491185713226.html
南京二手房价 两年来首次下跌,2017-08-03,http://www.fangchan.com/news/1/2017-08-03/6298763268416933997.html
“租购同权”出发点不应只为抑制房价,2017-08-01,http://www.fangchan.com/news/7/2017-08-01/6297973642601239253.html
前房企高管记忆中的这些年：房价畸高是过度“市场化”的反噬,2017-08-01,http://www.fangchan.com/news/9/2017-08-01/6297965880982966935.html
顺风车上八卦楼市博弈：房贷涨了房价找齐,2017-08-01,http://www.fangchan.com/news/1/2017-08-01/6297955305062208177.html
北京五环套均房价1100万元 新房成交均价5.7万元/平方米,2017-08-01,http://www.fangchan.com/news/1/2017-08-01/6297938733295801067.html
上半年广东房价普涨 8个城市涨幅超20%,2017-07-31,http://www.fangchan.com/news/1/2017-07-31/6297606313933607861.html
任泽平：房价或将调整到2018年下半年,2017-07-31,http://www.fangchan.com/news/7/2017-07-31/6297581074935779757.html
恐房价回落 基金谨慎“换防”万科A,2017-07-31,http://www.fangchan.com/news/9/2017-07-31/6297575014543987564.html
北京“限房价竞地价”地块再成交3宗,2017-07-30,http://www.fangchan.com/news/5/2017-07-30/6297239912815333690.html
上海首推“只租不售”会让房价“变天”吗,2017-07-27,http://www.fangchan.com/news/1/2017-07-27/6296143158833385615.html
上海表态控房价地价非权宜之计 房企高价出货恐成空,2017-07-27,http://www.fangchan.com/news/1/2017-07-27/6296128863978459810.html
北京房价连跌4个月 业主心态已开始分化,2017-07-26,http://www.fangchan.com/news/1/2017-07-26/6295767071829856364.html
中央再对房地产作指示 业内:就让房价不大涨也不大跌,2017-07-25,http://www.fangchan.com/news/7/2017-07-25/6295454894237487512.html
曼谷房价去年涨幅约四成 中国买家再度涌入泰国楼市,2017-07-23,http://www.fangchan.com/news/1/2017-07-23/6294728980411256867.html
上半年热点地区房价委顿 下半年住房租赁要发威,2017-07-23,http://www.fangchan.com/news/1/2017-07-23/6294685756489535901.html
香港新房均价1215万元 花旗：到明年初房价或跌,2017-07-21,http://www.fangchan.com/news/1/2017-07-21/6294060535059387330.html
成都规定：不得以“精装修”名义变相抬高房价,2017-07-21,http://www.fangchan.com/news/1/2017-07-21/6293966004494340399.html
国家统计局：广州6月房价环比微涨,2017-07-21,http://www.fangchan.com/news/1/2017-07-21/6293963393313608682.html
北京“限房价竞地价”地块集中成交：202万可买90平米,2017-07-19,http://www.fangchan.com/news/5/2017-07-19/6293372911126647614.html
北京二手房价跌幅继续最大 按揭增速大幅回落,2017-07-19,http://www.fangchan.com/news/1/2017-07-19/6293372522360803470.html
一线城市房价首次环比平均下行,2017-07-19,http://www.fangchan.com/news/1/2017-07-19/6293372158010003525.html
江苏各市房价今年三季度走势如何？,2017-07-19,http://www.fangchan.com/news/1/2017-07-19/6293236707727053447.html
北京3宗“限房价竞地价”地块昨日成交,2017-07-19,http://www.fangchan.com/news/5/2017-07-19/6293235817645412863.html
北京二手房价连续两月领跌全国,2017-07-19,http://www.fangchan.com/news/1/2017-07-19/6293233985854443823.html
北京上海6月房价全线回落,2017-07-19,http://www.fangchan.com/news/1/2017-07-19/6293233437524693696.html
京沪房价6月转跌 三四线城市接近全面上涨,2017-07-19,http://www.fangchan.com/news/1/2017-07-19/6293224094532177921.html
6月份70城房价数据出炉：二手房价下跌城市数量超新房,2017-07-19,http://www.fangchan.com/news/1/2017-07-19/6293223565957599846.html
一线房价领跌三四线上涨 楼市调控政策仍可能加码,2017-07-19,http://www.fangchan.com/news/1/2017-07-19/6293222631223398473.html
上半年地价同比涨近三成创新高 专家称抑制地价重于房价,2017-07-18,http://www.fangchan.com/news/5/2017-07-18/6292862372369731860.html
标题,时间,URL
广州：别人说的“10万+”房价  有可能是刻舟求剑,2017-07-17,http://www.fangchan.com/news/1/2017-07-17/6292553556537185159.html
购房贷款明显少了 是时候重新定位房价了,2017-07-17,http://www.fangchan.com/news/7/2017-07-17/6292508065799672250.html
一二线城市新房供应“在路上” 房价降温或不可逆转,2017-07-17,http://www.fangchan.com/news/1/2017-07-17/6292503444314198459.html
北京市抛官方版“房价目标” 定调2017年环比不增长,2017-07-16,http://www.fangchan.com/news/1/2017-07-16/6292147708094649037.html
以房养老再提大力发展 房价波动大险企拒当接盘侠,2017-07-16,http://www.fangchan.com/news/1/2017-07-16/6292133409334825378.html
热点城市房价停涨 专家称调控目标基本实现,2017-07-13,http://www.fangchan.com/news/7/2017-07-13/6291053442631012829.html
大批三四线城市房价破万元 潜在库存难消化,2017-07-11,http://www.fangchan.com/news/1/2017-07-11/6290299909971448168.html
2017城市竞争力报告：房价是城市经济转型杠杆与陷阱,2017-07-07,http://www.fangchan.com/news/1/2017-07-07/6288925268119982483.html
调控下房价失真：购房者须补被政策压下去的差价,2017-07-06,http://www.fangchan.com/news/128/2017-07-06/6288603725997347702.html
广州：用稳地价来稳房价 确保不出现地价创新高,2017-07-06,http://www.fangchan.com/news/6/2017-07-06/6288525563040960879.html
北京二手房月成交量跌破1万 业内料今年房价跌超10%,2017-07-04,http://www.fangchan.com/news/1/2017-07-04/6287819299449278733.html
合肥房价过山车：从全球涨幅第1到部分楼价几近腰斩,2017-07-04,http://www.fangchan.com/news/1/2017-07-04/6287815761872622422.html
深圳房价环比九连跌说明了什么,2017-07-03,http://www.fangchan.com/news/7/2017-07-03/6287438573948178811.html
深圳6月房价54492元/平方米 连跌九个月,2017-07-02,http://www.fangchan.com/news/1/2017-07-02/6287099722327200234.html
北京土地住房齐放量 房价拐点将至？,2017-07-02,http://www.fangchan.com/news/5/2017-07-02/6287097728254415170.html
穆迪：中国三四线城市房价连续7月环比上涨,2017-06-30,http://www.fangchan.com/news/7/2017-06-30/6286352100721234119.html
郑州：房价不得高于去年10月,2017-06-30,http://www.fangchan.com/news/1/2017-06-30/6286346615305605365.html
专家说6年后房价至少翻倍，马云表态8年后房子如葱，你信谁？,2017-06-29,http://www.fangchan.com/news/132/2017-06-29/6286020981182239429.html
房价连创新高，香港政府决定大幅增加供给：5年超9.5万套,2017-06-29,http://www.fangchan.com/news/1/2017-06-29/6285994852622864882.html
